time=2026-08-29T19:21:37.460+08:00 level=DEBUG msg="Discovered .hyoka project directory" path=C:\github\hyoka-azure-skills-three-way-comparison\.hyoka
time=2026-08-29T19:21:37.461+08:00 level=INFO msg="Using .hyoka project directory" path=C:\github\hyoka-azure-skills-three-way-comparison\.hyoka
time=2026-08-29T19:21:37.461+08:00 level=DEBUG msg="Resolved criteria directory" dir=./criteria candidates="[./criteria ./criteria]"
time=2026-08-29T19:21:37.461+08:00 level=DEBUG msg="Loading config directory" dir=./configs
time=2026-08-29T19:21:37.462+08:00 level=DEBUG msg="Loading config file" path=configs\azure-mcp-codex.yaml
time=2026-08-29T19:21:37.462+08:00 level=INFO msg="Config loaded" name=azure-mcp/gpt-5.3-codex models=gpt-5.3-codex
time=2026-08-29T19:21:37.462+08:00 level=DEBUG msg="Loading config file" path=configs\azure-mcp-opus.yaml
time=2026-08-29T19:21:37.462+08:00 level=INFO msg="Config loaded" name=azure-mcp/claude-opus-4.6 models=claude-opus-4.6
time=2026-08-29T19:21:37.462+08:00 level=DEBUG msg="Loading config file" path=configs\azure-mcp-skills-codex.yaml
time=2026-08-29T19:21:37.463+08:00 level=INFO msg="Config loaded" name=azure-mcp-skills/gpt-5.3-codex models=gpt-5.3-codex
time=2026-08-29T19:21:37.463+08:00 level=DEBUG msg="Loading config file" path=configs\azure-mcp-skills-opus.yaml
time=2026-08-29T19:21:37.463+08:00 level=INFO msg="Config loaded" name=azure-mcp-skills/claude-opus-4.6 models=claude-opus-4.6
time=2026-08-29T19:21:37.463+08:00 level=DEBUG msg="Loading config file" path=configs\azure-mcp-skills-sonnet.yaml
time=2026-08-29T19:21:37.463+08:00 level=INFO msg="Config loaded" name=azure-mcp-skills/claude-sonnet-4.5 models=claude-sonnet-4.5
time=2026-08-29T19:21:37.463+08:00 level=DEBUG msg="Loading config file" path=configs\azure-mcp-sonnet.yaml
time=2026-08-29T19:21:37.464+08:00 level=INFO msg="Config loaded" name=azure-mcp/claude-sonnet-4.5 models=claude-sonnet-4.5
